ID,chanceWeight
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,4
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
110,0
200,47
200,72
200,72
200,47
200,72
200,72
200,47
200,72
200,72
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,47
200,42
200,67
200,67
200,42
200,67
200,67
200,42
200,42
200,42
200,42
200,67
200,67
200,42
200,67
200,67
200,42
200,67
200,67
200,42
200,67
200,67
200,42
200,67
200,67
200,42
200,42
200,42
200,42
200,42
200,42
200,42
200,42
200,42
200,42
200,42
200,66
200,40
200,40
200,40
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,40
200,40
200,67
200,67
200,66
200,40
200,40
200,66
200,40
200,67
200,67
200,67
200,40
200,66
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,67
200,40
200,40
200,66
200,40
200,40
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,40
200,66
200,40
200,40
200,40
200,40
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,40
200,40
200,67
200,40
200,66
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,34
200,59
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,34
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,37
200,34
200,40
200,40
200,67
200,40
200,40
200,40
200,40
200,40
200,67
200,67
200,67
200,67
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
200,10
210,47
210,72
210,72
210,47
210,72
210,72
210,47
210,72
210,72
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,47
210,42
210,67
210,67
210,42
210,67
210,67
210,42
210,42
210,42
210,42
210,67
210,67
210,42
210,67
210,67
210,42
210,67
210,67
210,42
210,67
210,67
210,42
210,67
210,67
210,42
210,42
210,42
210,42
210,42
210,42
210,42
210,42
210,42
210,42
210,42
210,66
210,40
210,40
210,40
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,40
210,40
210,53
210,53
210,66
210,40
210,40
210,66
210,40
210,53
210,53
210,53
210,40
210,66
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,40
210,40
210,66
210,40
210,40
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,40
210,66
210,40
210,40
210,40
210,40
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,40
210,40
210,53
210,40
210,66
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,34
210,59
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,34
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,30
210,34
210,40
210,40
210,53
210,40
210,40
210,40
210,40
210,40
210,53
210,53
210,53
210,53
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,9
210,20
210,20
210,20
210,20
210,20
210,20
210,20
210,20
210,20
210,20
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,53
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,4
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
210,0
300,0
300,92
300,92
300,41
300,0
300,92
300,41
300,92
300,92
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,41
300,0
300,41
300,36
300,87
300,87
300,36
300,87
300,87
300,36
300,36
300,36
300,36
300,87
300,87
300,36
300,87
300,87
300,36
300,87
300,87
300,36
300,87
300,87
300,36
300,87
300,87
300,36
300,36
300,36
300,36
300,36
300,36
300,36
300,36
300,36
300,36
300,36
300,86
300,35
300,35
300,35
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,35
300,35
300,67
300,67
300,86
300,35
300,35
300,86
300,35
300,67
300,67
300,67
300,35
300,86
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,67
300,35
300,35
300,86
300,35
300,35
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,35
300,86
300,35
300,35
300,35
300,35
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,35
300,35
300,67
300,35
300,86
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,29
300,79
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,29
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,37
300,29
300,35
300,35
300,67
300,35
300,35
300,35
300,35
300,35
300,67
300,67
300,67
300,67
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
300,10
310,41
310,92
310,92
310,41
310,92
310,92
310,41
310,92
310,92
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,41
310,36
310,87
310,87
310,36
310,87
310,87
310,36
310,0
310,36
310,36
310,87
310,87
310,36
310,87
310,87
310,36
310,87
310,87
310,36
310,87
310,87
310,36
310,87
310,87
310,36
310,36
310,36
310,36
310,36
310,36
310,36
310,36
310,36
310,36
310,36
310,86
310,35
310,35
310,35
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,35
310,35
310,53
310,53
310,86
310,35
310,35
310,86
310,35
310,53
310,53
310,53
310,35
310,86
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,35
310,35
310,86
310,35
310,35
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,35
310,86
310,35
310,35
310,35
310,35
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,35
310,35
310,53
310,35
310,86
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,29
310,79
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,29
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,30
310,29
310,35
310,35
310,53
310,35
310,35
310,35
310,35
310,35
310,53
310,53
310,53
310,53
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,9
310,20
310,20
310,20
310,20
310,20
310,20
310,20
310,20
310,20
310,20
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,53
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,4
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
310,0
1000,100
1010,100
1020,100
1030,100
1031,100
1040,100
1041,100
1050,100
1051,100
1060,100
1061,100
1062,100
1070,100
1071,100
1072,100
1080,100
1081,100
1082,100
10000,100
10001,100
10002,100
11000,100
11001,100
11002,100
12000,100
12001,100
12002,100
12003,100
13000,100
13001,100
13002,100
14000,100
14001,100
14002,100
15000,100
15001,100
15002,100
16000,100
16001,100
16002,100
17000,100
17001,100
17002,100
18000,100
18001,100
18002,100
19001,100
100000,100
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,52
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,47
1000000,46
1000000,46
1000000,46
1000000,46
1000000,134
1000000,134
1000000,134
1000000,134
1000000,34
1000000,34
1000000,134
1000000,34
1000000,46
1000000,46
1000000,34
1000000,134
1000000,46
1000000,46
1000000,46
1000000,46
1000000,46
1000000,34
1000000,34
1000000,34
1000000,46
1000000,46
1000000,34
1000000,34
1000000,134
1000000,34
1000000,34
1000000,34
1000000,34
1000000,34
1000000,34
1000000,134
1000000,34
1000000,46
1000000,46
1000000,46
1000000,46
1000000,46
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,46
1000000,46
1000000,46
1000000,46
1000000,46
1000000,46
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,46
1000000,46
1000000,34
1000000,46
1000000,46
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,39
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,37
1000000,39
1000000,46
1000000,46
1000000,34
1000000,46
1000000,46
1000000,46
1000000,46
1000000,46
1000000,34
1000000,34
1000000,34
1000000,34
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,10
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000000,0
1000001,47
1000001,72
1000001,72
1000001,47
1000001,72
1000001,72
1000001,47
1000001,72
1000001,72
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,47
1000001,42
1000001,67
1000001,67
1000001,42
1000001,67
1000001,67
1000001,42
1000001,42
1000001,42
1000001,42
1000001,67
1000001,67
1000001,42
1000001,67
1000001,67
1000001,42
1000001,67
1000001,67
1000001,42
1000001,67
1000001,67
1000001,42
1000001,67
1000001,67
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,42
1000001,66
1000001,40
1000001,40
1000001,40
1000001,134
1000001,134
1000001,134
1000001,134
1000001,34
1000001,34
1000001,134
1000001,34
1000001,40
1000001,40
1000001,34
1000001,134
1000001,66
1000001,40
1000001,40
1000001,66
1000001,40
1000001,34
1000001,34
1000001,34
1000001,40
1000001,66
1000001,34
1000001,34
1000001,134
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,134
1000001,34
1000001,40
1000001,40
1000001,66
1000001,40
1000001,40
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,40
1000001,66
1000001,40
1000001,40
1000001,40
1000001,40
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,40
1000001,40
1000001,34
1000001,40
1000001,66
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,34
1000001,59
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,34
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,37
1000001,34
1000001,40
1000001,40
1000001,34
1000001,40
1000001,40
1000001,40
1000001,40
1000001,40
1000001,34
1000001,34
1000001,34
1000001,34
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,10
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000001,0
1000002,41
1000002,92
1000002,92
1000002,41
1000002,92
1000002,92
1000002,41
1000002,92
1000002,92
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,41
1000002,36
1000002,87
1000002,87
1000002,36
1000002,87
1000002,87
1000002,36
1000002,36
1000002,36
1000002,36
1000002,87
1000002,87
1000002,36
1000002,87
1000002,87
1000002,36
1000002,87
1000002,87
1000002,36
1000002,87
1000002,87
1000002,36
1000002,87
1000002,87
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,36
1000002,86
1000002,35
1000002,35
1000002,35
1000002,134
1000002,134
1000002,134
1000002,134
1000002,34
1000002,34
1000002,134
1000002,34
1000002,35
1000002,35
1000002,34
1000002,134
1000002,86
1000002,35
1000002,35
1000002,86
1000002,35
1000002,34
1000002,34
1000002,34
1000002,35
1000002,86
1000002,34
1000002,34
1000002,134
1000002,34
1000002,34
1000002,34
1000002,34
1000002,34
1000002,34
1000002,134
1000002,34
1000002,35
1000002,35
1000002,86
1000002,35
1000002,35
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,35
1000002,86
1000002,35
1000002,35
1000002,35
1000002,35
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,35
1000002,35
1000002,34
1000002,35
1000002,86
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,29
1000002,79
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,29
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,37
1000002,29
1000002,35
1000002,35
1000002,34
1000002,35
1000002,35
1000002,35
1000002,35
1000002,35
1000002,34
1000002,34
1000002,34
1000002,34
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
1000002,10
